T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_127_S_1427_MR_Axial_PD_T2_FSE__br_raw_20080905102023852_1_S56225_I117509.nii.gzConfidences: 29.95, 48.61, 21.44
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_027_S_0256_MR_Axial_PD_T2_FSE__br_raw_20060322111353004_1_S12356_I12249.nii.gzConfidences: 24.42, 47.80, 27.78
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_052_S_1054_MR_Axial_PD_T2_FSE__br_raw_20061128113129125_1_S22953_I30579.nii.gzConfidences:  3.12, 76.63, 20.25
T2        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20080409214919271_1_S48529_I101814.nii.gzConfidences: 36.85, 12.85, 50.30
T2        	/home/sam/phinet/data/adni_holdout/preprocess/T1/ADNI_023_S_4502_MR_MPRAGE_br_raw_20120306170516346_176_S142877_I288461.nii.gzConfidences:  0.18, 43.80, 56.02
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_094_S_1330_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070223104121970_103_S27037_I41490.nii.gzConfidences:  4.99, 78.20, 16.81
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20080425135341767_1_S49318_I103998.nii.gzConfidences: 25.83, 57.25, 16.93
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_094_S_1164_MR_Axial_PD_T2_FSE__br_raw_20061212153254479_1_S23870_I32805.nii.gzConfidences: 20.61, 73.31,  6.08
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20061024153707276_1_S20924_I27368.nii.gzConfidences:  9.02, 83.02,  7.96
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20100224153948222_77_S80420_I166749.nii.gzConfidences: 13.49, 51.46, 35.05
T2        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20060726085037577_95_S17250_I19635.nii.gzConfidences: 23.53, 29.60, 46.87
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20060926122133319_1_S19312_I25051.nii.gzConfidences: 34.21, 40.15, 25.64
T2        	/home/sam/phinet/data/adni_holdout/preprocess/T1/ADNI_036_S_4715_MR_MPRAGE_br_raw_20130607095621719_10_S191631_I375534.nii.gzConfidences:  1.19, 43.01, 55.80
T2        	/home/sam/phinet/data/adni_holdout/preprocess/T1/ADNI_072_S_2027_MR_MPRAGE_br_raw_20120809154153691_149_S160419_I322985.nii.gzConfidences:  0.58, 35.82, 63.60
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_031_S_0321_MR_FSE_PD_T2__br_raw_20061102154648515_1_S21845_I28545.nii.gzConfidences: 45.46, 48.64,  5.90
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20070119145941059_1_S25299_I36831.nii.gzConfidences: 26.84, 64.34,  8.82
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20070823164719234_1_S38226_I70082.nii.gzConfidences: 30.21, 57.49, 12.30
T2        	/home/sam/phinet/data/adni_holdout/preprocess/T1/ADNI_067_S_4184_MR_MPRAGE_br_raw_20111219110341534_32_S133710_I272923.nii.gzConfidences:  0.34, 14.07, 85.59
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20061121094750482_1_S22731_I30209.nii.gzConfidences: 22.89, 61.66, 15.44
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20070913144053312_9_S39233_I72989.nii.gzConfidences: 28.09, 57.93, 13.99
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_094_S_1330_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20080401121240233_1_S47765_I100019.nii.gzConfidences:  7.01, 57.85, 35.14
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_027_S_0256_MR_Axial_PD_T2_FSE__br_raw_20061009142516384_23_S19865_I25971.nii.gzConfidences: 40.82, 47.63, 11.55
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20110406144847026_43_S103392_I226490.nii.gzConfidences: 19.94, 52.61, 27.44
T1        	/home/sam/phinet/data/adni_holdout/preprocess/PD/ADNI_052_S_1054_MR_Axial_PD_T2_FSE__br_raw_20070606131233203_1_S33096_I56124.nii.gzConfidences:  5.74, 75.12, 19.14
