T1        	/home/sam/phinet/data/test/preprocess/T1/1279_2a_MR_T1.nii.gzConfidences:  0.16, 97.18,  2.66
T1        	/home/sam/phinet/data/test/preprocess/T1/1090_1a_MR_T1.nii.gzConfidences:  0.56, 96.19,  3.25
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2310_2014-05-10_MR_T2_reg.nii.gzConfidences:  0.22,  3.16, 96.62
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3902_2015-10-12_MR_MPRAGE.nii.gzConfidences: 10.86, 71.86, 17.28
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2189_2014-02-25_MR_MPRAGE.nii.gzConfidences:  1.59, 84.23, 14.19
T1        	/home/sam/phinet/data/test/preprocess/T1/1484_1a_MR_T1.nii.gzConfidences:  0.16, 98.07,  1.77
T2        	/home/sam/phinet/data/test/preprocess/T2/2076_01_T2.nii.gzConfidences:  0.70,  8.83, 90.46
T1        	/home/sam/phinet/data/test/preprocess/T1/1099_90d_MR_T1.nii.gzConfidences:  0.32, 98.07,  1.62
T1        	/home/sam/phinet/data/test/preprocess/T1/1453_2a_MR_T1.nii.gzConfidences:  0.19, 96.49,  3.32
T2        	/home/sam/phinet/data/test/preprocess/T2/1554_02.nii.gzConfidences:  2.61, 17.59, 79.81
T2        	/home/sam/phinet/data/test/preprocess/T2/1574_02.nii.gzConfidences:  1.19,  9.70, 89.11
T1        	/home/sam/phinet/data/test/preprocess/T1/1202_1a_MR_T1.nii.gzConfidences:  0.65, 95.14,  4.21
T2        	/home/sam/phinet/data/test/preprocess/T2/2116_01_T2.nii.gzConfidences:  1.65, 23.27, 75.07
T1        	/home/sam/phinet/data/test/preprocess/T1/1241_90d_MR_T1.nii.gzConfidences:  0.19, 96.12,  3.69
T1        	/home/sam/phinet/data/test/preprocess/T1/1463_2a_MR_T1.nii.gzConfidences:  0.22, 94.97,  4.81
T2        	/home/sam/phinet/data/test/preprocess/T2/1625_30d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  1.60,  2.61, 95.79
T2        	/home/sam/phinet/data/test/preprocess/T2/1560_01.nii.gzConfidences:  1.06, 13.28, 85.66
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_01.nii.gzConfidences:  0.84, 15.31, 83.85
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2310_2014-05-10_MR_MPRAGE.nii.gzConfidences:  0.61, 74.93, 24.46
T2        	/home/sam/phinet/data/test/preprocess/T2/1545_03.nii.gzConfidences:  2.45, 15.28, 82.27
T2        	/home/sam/phinet/data/test/preprocess/T2/2120_01_T2.nii.gzConfidences:  1.67, 18.83, 79.50
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2044_2013-07-18_MR_MPRAGE.nii.gzConfidences:  1.41, 67.67, 30.92
T2        	/home/sam/phinet/data/test/preprocess/T2/2046_01_T2.nii.gzConfidences:  0.83, 17.39, 81.78
T1        	/home/sam/phinet/data/test/preprocess/T1/1087_1a_MR_T1.nii.gzConfidences:  0.26, 98.27,  1.47
T1        	/home/sam/phinet/data/test/preprocess/T1/1506_1a_MR_T1.nii.gzConfidences:  0.52, 96.99,  2.49
T2        	/home/sam/phinet/data/test/preprocess/T2/1574_01.nii.gzConfidences:  2.36, 10.65, 86.99
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2402_2014-01-09_MR_T2.nii.gzConfidences:  0.68,  0.52, 98.80
T2        	/home/sam/phinet/data/test/preprocess/T2/0505_01_T2.nii.gzConfidences:  1.62, 16.00, 82.39
T1        	/home/sam/phinet/data/test/preprocess/T1/1401_2a_MR_T1.nii.gzConfidences:  0.19, 95.53,  4.28
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3819_2015-05-04_MR_MPRAGE.nii.gzConfidences:  2.32, 93.52,  4.17
T2        	/home/sam/phinet/data/test/preprocess/T2/1567_01.nii.gzConfidences:  2.09, 11.82, 86.09
T2        	/home/sam/phinet/data/test/preprocess/T2/1508_01.nii.gzConfidences:  1.22, 12.46, 86.32
T1        	/home/sam/phinet/data/test/preprocess/T1/1525_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.20, 85.51, 13.28
T1        	/home/sam/phinet/data/test/preprocess/T1/1495_1a_MR_T1.nii.gzConfidences:  0.32, 97.98,  1.70
T1        	/home/sam/phinet/data/test/preprocess/T1/1440_2a_MR_T1.nii.gzConfidences:  0.34, 94.22,  5.44
T1        	/home/sam/phinet/data/test/preprocess/T1/1540_1a_MR_T1.nii.gzConfidences:  0.88, 94.12,  4.99
T1        	/home/sam/phinet/data/test/preprocess/T1/1241_2a_MR_T1.nii.gzConfidences:  0.15, 98.20,  1.65
T2        	/home/sam/phinet/data/test/preprocess/T2/1572_01.nii.gzConfidences:  3.16, 12.19, 84.65
T2        	/home/sam/phinet/data/test/preprocess/T2/1551_01.nii.gzConfidences:  0.95,  5.76, 93.29
T2        	/home/sam/phinet/data/test/preprocess/T2/1571_01.nii.gzConfidences:  2.21,  6.82, 90.97
T2        	/home/sam/phinet/data/test/preprocess/T2/2077_01_T2.nii.gzConfidences:  1.21,  5.31, 93.48
T1        	/home/sam/phinet/data/test/preprocess/T1/1233_1a_MR_T1.nii.gzConfidences:  0.35, 97.52,  2.14
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_30d_MR_T1.nii.gzConfidences:  0.29, 96.18,  3.53
T1        	/home/sam/phinet/data/test/preprocess/T1/1477_2a_MR_T1.nii.gzConfidences:  0.92, 96.09,  2.99
T2        	/home/sam/phinet/data/test/preprocess/T2/1240_90d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  1.86, 10.37, 87.77
T1        	/home/sam/phinet/data/test/preprocess/T1/1081_2a_MR_T1.nii.gzConfidences:  0.30, 96.95,  2.75
T2        	/home/sam/phinet/data/test/preprocess/T2/1542_02.nii.gzConfidences:  1.57, 12.21, 86.22
T1        	/home/sam/phinet/data/test/preprocess/T1/1477_90d_MR_T1.nii.gzConfidences:  1.20, 95.17,  3.63
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2107_2014-01-13_MR_MPRAGE.nii.gzConfidences:  2.88, 77.75, 19.37
T1        	/home/sam/phinet/data/test/preprocess/T1/1283_1a_MR_T1.nii.gzConfidences:  1.96, 93.37,  4.67
T1        	/home/sam/phinet/data/test/preprocess/T1/1327_2a_MR_T1.nii.gzConfidences:  0.17, 96.76,  3.07
T2        	/home/sam/phinet/data/test/preprocess/T2/2109_01_T2.nii.gzConfidences:  2.77, 42.51, 54.71
T1        	/home/sam/phinet/data/test/preprocess/T1/1294_1a_MR_T1.nii.gzConfidences:  0.93, 95.01,  4.06
T2        	/home/sam/phinet/data/test/preprocess/T1/06-2341_2015-06-20_MR_MPRAGE.nii.gzConfidences:  1.02, 43.99, 54.99
T1        	/home/sam/phinet/data/test/preprocess/T1/1126_2a_MR_T1.nii.gzConfidences:  0.18, 95.76,  4.06
T1        	/home/sam/phinet/data/test/preprocess/T1/1269_1a_MR_T1.nii.gzConfidences:  0.38, 97.98,  1.64
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4960_2013-12-02_MR_T2_reg.nii.gzConfidences:  0.18,  0.91, 98.91
T2        	/home/sam/phinet/data/test/preprocess/T2/1578_01.nii.gzConfidences:  1.42,  7.71, 90.87
T1        	/home/sam/phinet/data/test/preprocess/T1/1401_1a_MR_T1.nii.gzConfidences:  0.32, 95.06,  4.62
T2        	/home/sam/phinet/data/test/preprocess/T2/1561_02.nii.gzConfidences:  2.91, 21.26, 75.83
T2        	/home/sam/phinet/data/test/preprocess/T2/1553_01.nii.gzConfidences:  2.82,  9.56, 87.62
T1        	/home/sam/phinet/data/test/preprocess/T1/1146_1a_MR_T1.nii.gzConfidences:  0.80, 96.54,  2.66
T2        	/home/sam/phinet/data/test/preprocess/T2/2050_01_T2.nii.gzConfidences:  2.25, 26.18, 71.57
T1        	/home/sam/phinet/data/test/preprocess/T1/1023_2a_MR_T1.nii.gzConfidences:  0.36, 93.99,  5.64
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2339_2013-06-20_MR_MPRAGE.nii.gzConfidences:  0.40, 96.15,  3.45
T1        	/home/sam/phinet/data/test/preprocess/T1/1398_90d_MR_T1.nii.gzConfidences:  0.23, 93.33,  6.44
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2244_2014-05-11_MR_MPRAGE.nii.gzConfidences:  1.00, 71.10, 27.90
T1        	/home/sam/phinet/data/test/preprocess/T1/1023_1a_MR_T1.nii.gzConfidences:  0.54, 96.61,  2.85
T1        	/home/sam/phinet/data/test/preprocess/T1/1398_1a_MR_T1.nii.gzConfidences:  0.44, 95.52,  4.03
T2        	/home/sam/phinet/data/test/preprocess/T2/1556_01.nii.gzConfidences:  3.23, 26.04, 70.73
T1        	/home/sam/phinet/data/test/preprocess/T1/1480_30d_MR_T1.nii.gzConfidences:  0.19, 95.48,  4.33
T2        	/home/sam/phinet/data/test/preprocess/T2/1579_01.nii.gzConfidences:  1.75, 12.21, 86.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1232_1a_MR_T1.nii.gzConfidences:  0.41, 94.95,  4.63
T2        	/home/sam/phinet/data/test/preprocess/T2/2105_01_T2.nii.gzConfidences:  1.59, 21.87, 76.54
T2        	/home/sam/phinet/data/test/preprocess/T2/1484_90d_MR_0003_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  1.91,  3.20, 94.89
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3914_2015-05-03_MR_MPRAGE.nii.gzConfidences:  1.81, 83.18, 15.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1283_2a_MR_T1.nii.gzConfidences:  0.45, 95.14,  4.41
T1        	/home/sam/phinet/data/test/preprocess/T1/1090_90d_MR_T1.nii.gzConfidences:  0.35, 96.19,  3.46
T1        	/home/sam/phinet/data/test/preprocess/T1/1165_1a_MR_T1.nii.gzConfidences:  0.23, 97.27,  2.51
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3931_2015-10-13_MR_MPRAGE.nii.gzConfidences:  1.53, 91.16,  7.31
T1        	/home/sam/phinet/data/test/preprocess/T1/1327_1a_MR_T1.nii.gzConfidences:  0.37, 97.37,  2.26
T1        	/home/sam/phinet/data/test/preprocess/T1/1475_1a_MR_T1.nii.gzConfidences:  0.46, 97.00,  2.54
T1        	/home/sam/phinet/data/test/preprocess/T1/1043_2a_MR_T1.nii.gzConfidences:  0.33, 97.71,  1.97
T2        	/home/sam/phinet/data/test/preprocess/T2/1594_01.nii.gzConfidences:  4.60, 20.24, 75.16
T1        	/home/sam/phinet/data/test/preprocess/T1/1238_90d_MR_T1.nii.gzConfidences:  0.32, 97.77,  1.92
T1        	/home/sam/phinet/data/test/preprocess/T1/1298_1a_MR_T1.nii.gzConfidences:  0.51, 95.94,  3.55
T2        	/home/sam/phinet/data/test/preprocess/T2/1553_03.nii.gzConfidences:  2.06,  9.54, 88.40
T2        	/home/sam/phinet/data/test/preprocess/T2/1595_01.nii.gzConfidences:  3.20, 22.24, 74.56
T2        	/home/sam/phinet/data/test/preprocess/T2/04-3508_1a_MR_0601_AXT2W_reg.nii.gzConfidences:  2.42,  5.12, 92.46
T2        	/home/sam/phinet/data/test/preprocess/T2/1515_03.nii.gzConfidences:  2.32,  5.22, 92.46
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2373_2013-06-20_MR_MPRAGE.nii.gzConfidences:  1.19, 63.35, 35.46
T1        	/home/sam/phinet/data/test/preprocess/T1/1541_1a_MR_T1.nii.gzConfidences:  0.53, 93.10,  6.37
T2        	/home/sam/phinet/data/test/preprocess/T2/1589_01.nii.gzConfidences:  4.18, 14.36, 81.47
T1        	/home/sam/phinet/data/test/preprocess/T1/1426_1a_MR_T1.nii.gzConfidences:  0.36, 98.37,  1.26
T2        	/home/sam/phinet/data/test/preprocess/T2/2051_01_T2.nii.gzConfidences:  0.73, 16.11, 83.16
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_90_MR_T1.nii.gzConfidences:  0.28, 98.01,  1.70
T1        	/home/sam/phinet/data/test/preprocess/T1/1453_1a_MR_T1.nii.gzConfidences:  0.30, 93.21,  6.49
T1        	/home/sam/phinet/data/test/preprocess/T1/1157_2a_MR_T1.nii.gzConfidences:  0.14, 99.09,  0.77
T1        	/home/sam/phinet/data/test/preprocess/T1/1312_1a_MR_T1.nii.gzConfidences:  0.91, 96.26,  2.83
T1        	/home/sam/phinet/data/test/preprocess/T1/1394_1a_MR_T1.nii.gzConfidences:  0.61, 95.17,  4.22
T1        	/home/sam/phinet/data/test/preprocess/T1/1480_2a_MR_T1.nii.gzConfidences:  0.19, 94.99,  4.82
T1        	/home/sam/phinet/data/test/preprocess/T1/1259_30d_MR_T1.nii.gzConfidences:  0.34, 98.31,  1.35
T1        	/home/sam/phinet/data/test/preprocess/T1/1145_2a_MR_T1.nii.gzConfidences:  0.29, 98.17,  1.54
T2        	/home/sam/phinet/data/test/preprocess/T2/04-2759_1a_MR_0901_AXT2_reg.nii.gzConfidences:  0.72,  0.57, 98.71
T1        	/home/sam/phinet/data/test/preprocess/T1/1234_2a_MR_T1.nii.gzConfidences:  0.23, 97.34,  2.44
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4103_2014-04-05_MR_MPRAGE.nii.gzConfidences:  0.70, 73.98, 25.32
T2        	/home/sam/phinet/data/test/preprocess/T2/1597_01.nii.gzConfidences:  0.67,  4.52, 94.81
T2        	/home/sam/phinet/data/test/preprocess/T2/1543_02.nii.gzConfidences:  3.39, 23.06, 73.55
T1        	/home/sam/phinet/data/test/preprocess/T1/1251_2a_MR_T1.nii.gzConfidences:  0.33, 96.12,  3.55
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4622_2015-05-02_MR_T2_reg.nii.gzConfidences:  0.39,  2.57, 97.04
T2        	/home/sam/phinet/data/test/preprocess/T2/2084_01_T2.nii.gzConfidences:  1.10, 14.58, 84.32
T1        	/home/sam/phinet/data/test/preprocess/T1/1128_1a_MR_T1.nii.gzConfidences:  0.51, 97.38,  2.11
T1        	/home/sam/phinet/data/test/preprocess/T1/1508_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.07, 91.04,  7.89
T2        	/home/sam/phinet/data/test/preprocess/T2/1561_03.nii.gzConfidences:  2.56, 17.23, 80.21
T2        	/home/sam/phinet/data/test/preprocess/T2/2100_01_T2.nii.gzConfidences:  1.91, 12.15, 85.94
T2        	/home/sam/phinet/data/test/preprocess/T2/1540_01.nii.gzConfidences:  1.49, 19.15, 79.36
T1        	/home/sam/phinet/data/test/preprocess/T1/1182_1a_MR_T1.nii.gzConfidences:  0.32, 96.27,  3.41
T2        	/home/sam/phinet/data/test/preprocess/T2/1548_02.nii.gzConfidences:  3.51, 17.36, 79.13
T1        	/home/sam/phinet/data/test/preprocess/T1/1415_1a_MR_T1.nii.gzConfidences:  0.76, 93.62,  5.62
T2        	/home/sam/phinet/data/test/preprocess/T2/1087_90d_MR_0003_T2_reg.nii.gzConfidences:  0.52,  0.02, 99.46
T1        	/home/sam/phinet/data/test/preprocess/T1/1127_1a_MR_T1.nii.gzConfidences:  0.40, 96.95,  2.65
T1        	/home/sam/phinet/data/test/preprocess/T1/1157_30d_MR_T1.nii.gzConfidences:  0.13, 99.10,  0.77
T2        	/home/sam/phinet/data/test/preprocess/T2/2108_01_T2.nii.gzConfidences:  0.57, 14.39, 85.04
T2        	/home/sam/phinet/data/test/preprocess/T2/2075_01_T2.nii.gzConfidences:  0.64, 14.99, 84.37
T1        	/home/sam/phinet/data/test/preprocess/T1/1484_2a_MR_T1.nii.gzConfidences:  0.22, 97.13,  2.65
T2        	/home/sam/phinet/data/test/preprocess/T2/1586_01.nii.gzConfidences:  3.44,  9.15, 87.41
T2        	/home/sam/phinet/data/test/preprocess/T2/2057_01_T2.nii.gzConfidences:  1.34, 10.11, 88.55
T1        	/home/sam/phinet/data/test/preprocess/T1/1235_1a_MR_T1.nii.gzConfidences:  0.41, 96.38,  3.21
T2        	/home/sam/phinet/data/test/preprocess/T2/1554_01.nii.gzConfidences:  5.19, 19.76, 75.05
T2        	/home/sam/phinet/data/test/preprocess/T2/1534_03.nii.gzConfidences:  4.15, 21.43, 74.42
T1        	/home/sam/phinet/data/test/preprocess/T1/1153_2a_MR_T1.nii.gzConfidences:  0.36, 95.83,  3.81
T1        	/home/sam/phinet/data/test/preprocess/T1/1488_2a_MR_T1.nii.gzConfidences:  0.21, 95.58,  4.21
T1        	/home/sam/phinet/data/test/preprocess/T1/1357_2a_MR_T1.nii.gzConfidences:  0.20, 94.58,  5.22
T2        	/home/sam/phinet/data/test/preprocess/T2/1556_02.nii.gzConfidences:  1.22, 13.94, 84.84
T1        	/home/sam/phinet/data/test/preprocess/T1/1463_1a_MR_T1.nii.gzConfidences:  0.38, 94.64,  4.98
T2        	/home/sam/phinet/data/test/preprocess/T2/1577_01.nii.gzConfidences:  2.17, 13.41, 84.43
T2        	/home/sam/phinet/data/test/preprocess/T2/1551_02.nii.gzConfidences:  1.07,  9.28, 89.65
T2        	/home/sam/phinet/data/test/preprocess/T2/2118_01_T2.nii.gzConfidences:  0.90,  5.94, 93.16
T2        	/home/sam/phinet/data/test/preprocess/T2/1573_01.nii.gzConfidences:  3.18, 12.47, 84.35
T2        	/home/sam/phinet/data/test/preprocess/T2/1539_04.nii.gzConfidences:  2.12,  9.25, 88.64
T2        	/home/sam/phinet/data/test/preprocess/T2/2106_01_T2.nii.gzConfidences:  1.28, 28.16, 70.55
T2        	/home/sam/phinet/data/test/preprocess/T2/1570_03.nii.gzConfidences:  5.61, 22.95, 71.44
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2256_2014-01-22_MR_MPRAGE.nii.gzConfidences:  1.70, 56.76, 41.54
T1        	/home/sam/phinet/data/test/preprocess/T1/1487_1a_MR_T1.nii.gzConfidences:  0.45, 96.43,  3.12
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2639_2013-06-10_MR_T2_reg.nii.gzConfidences:  0.35,  1.13, 98.52
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4695_2015-08-22_MR_T2_reg.nii.gzConfidences:  0.41,  3.61, 95.98
T1        	/home/sam/phinet/data/test/preprocess/T1/1525_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.76, 88.95, 10.29
T1        	/home/sam/phinet/data/test/preprocess/T1/1397_1a_MR_T1.nii.gzConfidences:  0.39, 97.56,  2.06
T1        	/home/sam/phinet/data/test/preprocess/T1/1081_1a_MR_T1.nii.gzConfidences:  0.89, 97.33,  1.77
T2        	/home/sam/phinet/data/test/preprocess/T2/1560_02.nii.gzConfidences:  4.22, 18.56, 77.23
T1        	/home/sam/phinet/data/test/preprocess/T1/1423_2a_MR_T1.nii.gzConfidences:  0.17, 98.09,  1.74
T2        	/home/sam/phinet/data/test/preprocess/T2/2088_01_T2.nii.gzConfidences:  0.80,  7.19, 92.01
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4115_2015-05-13_MR_MPRAGE.nii.gzConfidences:  8.18, 52.58, 39.24
T2        	/home/sam/phinet/data/test/preprocess/T2/1549_01.nii.gzConfidences:  3.24, 12.47, 84.29
T1        	/home/sam/phinet/data/test/preprocess/T1/1509_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.93, 86.71, 12.36
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3973_2014-03-28_MR_MPRAGE.nii.gzConfidences:  0.99, 79.22, 19.78
T1        	/home/sam/phinet/data/test/preprocess/T1/1168_30d_MR_T1.nii.gzConfidences:  0.20, 87.43, 12.38
T2        	/home/sam/phinet/data/test/preprocess/T2/1581_01.nii.gzConfidences:  1.78,  6.68, 91.54
T2        	/home/sam/phinet/data/test/preprocess/T2/2055_01_T2.nii.gzConfidences:  1.68, 36.93, 61.40
T2        	/home/sam/phinet/data/test/preprocess/T2/2110_01_T2.nii.gzConfidences:  1.52, 13.90, 84.58
T1        	/home/sam/phinet/data/test/preprocess/T1/1423_1a_MR_T1.nii.gzConfidences:  0.52, 94.33,  5.14
T1        	/home/sam/phinet/data/test/preprocess/T1/1541_90d_MR_T1.nii.gzConfidences:  0.38, 97.29,  2.32
T1        	/home/sam/phinet/data/test/preprocess/T1/1444_1a_MR_T1.nii.gzConfidences:  0.43, 95.25,  4.31
T2        	/home/sam/phinet/data/test/preprocess/T2/1516_02.nii.gzConfidences:  3.53, 34.98, 61.49
T1        	/home/sam/phinet/data/test/preprocess/T1/1175_1a_MR_T1.nii.gzConfidences:  0.21, 96.75,  3.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_2a_MR_T1.nii.gzConfidences:  0.40, 83.49, 16.11
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_90d_MR_T1.nii.gzConfidences:  0.26, 97.88,  1.86
T1        	/home/sam/phinet/data/test/preprocess/T1/1488_1a_MR_T1.nii.gzConfidences:  0.51, 95.04,  4.45
T1        	/home/sam/phinet/data/test/preprocess/T1/1294_2a_MR_T1.nii.gzConfidences:  0.25, 96.76,  2.99
T1        	/home/sam/phinet/data/test/preprocess/T1/1484_30d_MR_T1.nii.gzConfidences:  0.27, 96.80,  2.94
T1        	/home/sam/phinet/data/test/preprocess/T1/1405_90d_MR_T1.nii.gzConfidences:  0.34, 98.31,  1.35
T2        	/home/sam/phinet/data/test/preprocess/T2/2040_01_T2.nii.gzConfidences:  1.48, 25.39, 73.13
T2        	/home/sam/phinet/data/test/preprocess/T2/2090_01_T2.nii.gzConfidences:  0.36,  5.71, 93.93
T1        	/home/sam/phinet/data/test/preprocess/T1/1535_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.41, 90.20,  8.39
T2        	/home/sam/phinet/data/test/preprocess/T2/2053_01_T2.nii.gzConfidences:  1.21, 19.33, 79.46
T1        	/home/sam/phinet/data/test/preprocess/T1/04-3508_1a_MR_0901_T13D.nii.gzConfidences:  4.43, 78.35, 17.22
T1        	/home/sam/phinet/data/test/preprocess/T1/1520_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.99, 91.48,  7.53
T2        	/home/sam/phinet/data/test/preprocess/T2/1535_03.nii.gzConfidences:  2.60, 18.26, 79.14
T2        	/home/sam/phinet/data/test/preprocess/T2/1543_01.nii.gzConfidences:  2.27, 29.38, 68.35
T1        	/home/sam/phinet/data/test/preprocess/T1/1279_1a_MR_T1.nii.gzConfidences:  1.23, 91.43,  7.34
T2        	/home/sam/phinet/data/test/preprocess/T2/1542_01.nii.gzConfidences:  1.05,  6.66, 92.30
T1        	/home/sam/phinet/data/test/preprocess/T1/1043_1a_MR_T1.nii.gzConfidences:  0.45, 98.52,  1.03
T1        	/home/sam/phinet/data/test/preprocess/T1/1510_1a_MR_T1.nii.gzConfidences:  0.38, 95.69,  3.93
T1        	/home/sam/phinet/data/test/preprocess/T1/1307_2a_MR_T1.nii.gzConfidences:  0.32, 95.64,  4.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1473_1a_MR_T1.nii.gzConfidences:  0.53, 94.20,  5.27
T2        	/home/sam/phinet/data/test/preprocess/T2/06-3931_2015-10-13_MR_T2_reg.nii.gzConfidences:  0.13,  0.56, 99.31
T1        	/home/sam/phinet/data/test/preprocess/T1/1145_1a_MR_T1.nii.gzConfidences:  0.34, 95.87,  3.79
T1        	/home/sam/phinet/data/test/preprocess/T1/1509_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.92, 88.11, 10.97
T2        	/home/sam/phinet/data/test/preprocess/T2/1575_02.nii.gzConfidences:  2.70, 10.57, 86.73
T2        	/home/sam/phinet/data/test/preprocess/T2/2054_01_T2.nii.gzConfidences:  0.82, 18.75, 80.43
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3993_2014-05-12_MR_MPRAGE.nii.gzConfidences:  1.14, 80.70, 18.16
T1        	/home/sam/phinet/data/test/preprocess/T1/1099_2a_MR_T1.nii.gzConfidences:  0.36, 97.92,  1.72
T2        	/home/sam/phinet/data/test/preprocess/T2/1568_01.nii.gzConfidences:  2.74, 23.59, 73.67
T2        	/home/sam/phinet/data/test/preprocess/T2/06-3777_2014-05-11_T2_reg.nii.gzConfidences:  0.20,  0.50, 99.30
T1        	/home/sam/phinet/data/test/preprocess/T1/1087_90d_MR_T1.nii.gzConfidences:  0.30, 95.98,  3.72
T1        	/home/sam/phinet/data/test/preprocess/T1/1394_2a_MR_T1.nii.gzConfidences:  0.27, 93.32,  6.41
T2        	/home/sam/phinet/data/test/preprocess/T2/1547_03.nii.gzConfidences:  1.94, 15.13, 82.93
T1        	/home/sam/phinet/data/test/preprocess/T1/1128_2a_MR_T1.nii.gzConfidences:  0.37, 96.48,  3.15
T1        	/home/sam/phinet/data/test/preprocess/T1/1238_1a_MR_T1.nii.gzConfidences:  0.49, 97.11,  2.41
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2200_2014-05-10_MR_MPRAGE.nii.gzConfidences:  0.42, 76.75, 22.83
T1        	/home/sam/phinet/data/test/preprocess/T1/1509_04_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.12, 89.72,  9.16
T1        	/home/sam/phinet/data/test/preprocess/T1/1153_1a_MR_T1.nii.gzConfidences:  0.48, 95.84,  3.68
T2        	/home/sam/phinet/data/test/preprocess/T2/1591_01.nii.gzConfidences:  3.17, 17.12, 79.71
T1        	/home/sam/phinet/data/test/preprocess/T1/1540_30d_MR_T1.nii.gzConfidences:  0.31, 97.42,  2.27
